directedBy,Max_Rating,Min_Rating,Avg_Rating,,
Stephen Elliott,2.38095,2.38095,2.38095,,
Stephen Frears,3.85215,0,3.276361667,,
Stephen Fung,3.38889,2.98214,3.233848,,
Stephen Gaffney,1,1,1,,
Stephen Gurewitz,0,0,0,,
Stephen Gyllenhaal,5,0,2.87688,,
Stephen Gyllenhall,0,0,0,,
Stephen Hall,3.125,3.125,3.125,,
Stephen Hillenburg,1.5,1.5,1.5,,
Stephen Hillenburg and  Sherm Cohen,3.12079,3.12079,3.12079,,
Stephen J. Anderson,3.4465,3.4465,3.4465,,
Stephen J. Anderson and  Don Hall,3.42204,3.42204,3.42204,,
Stephen K. Bannon,3,0.5,1.6041675,,
Stephen Kay,1,0,0.5,,
Stephen Kemp,3.25,3.125,3.1875,,
Stephen King,2.3829,2.3829,2.3829,,
Stephen Kogon,5,5,5,,
Stephen La Rivière,0,0,0,,
Stephen La Rocque,0,0,0,,
Stephen Marshall,2.83333,2.83333,2.83333,,
Stephen McCallum,3,3,3,,
Stephen Milburn Anderson,3.00862,0,1.50431,,
Stephen Moyer,3.5,3.5,3.5,,
Stephen Norrington,3.36047,2.54688,2.8192925,,
Stephen Portland,2.5,2.5,2.5,,
Stephen Purvis,2,2,2,,
Stephen Quay and  Timothy Quay,3.06818,3.06818,3.06818,,
Stephen Ringer,4,4,4,,
Stephen Roberts,3.7,0,2.698018333,,
Stephen Shimek,2.92857,0,1.27381,,
Stephen Sommers,3.57143,2.75738,3.112372222,,
Stephen Surjik,3.75,3.75,3.75,,
Stephen T. Kay,3.625,0,2.152914444,,
Stephen T. Maing,3.75,3.07143,3.410715,,
Stephen Traxler,2.875,2.875,2.875,,
Stephen Tung Wai,3,2.9,2.95,,
Stephen Vittoria,5,3.35714,4.17857,,
Stephen Wallace,2.16667,2.16667,2.16667,,
Stephen Warbeck,0,0,0,,
Stephen Weeks,3.25,2.51667,2.792593333,,
Stephen Wilkes,3.5,3.5,3.5,,
Stephen Williams,2,0,1,,
Stephen Williams and  Mairzee Almas and  Nick Copus and  Robert Lieberman and  Vincenzo Natali,3.47826,3.47826,3.47826,,
Stephen Woolley,2.43333,2.43333,2.43333,,
Sterling Milan,0,0,0,,
Stevan Filipović,3.4,3.13636,3.26818,,
Stevan Mena,2.40426,1.83333,2.079196667,,
Stevan Riley,4.1,0,2.842355,,
Steve Amezdroz,4.625,4.625,4.625,,
Steve Anderson,3.28276,0,2.442828,,
Steve Antin,3.32312,2.94444,3.13378,,
Steve Balderson,3.16667,0,0.7916675,,
Steve Beck,2.71269,2.62538,2.669035,,
Steve Bencich,2,2,2,,
Steve Bendelack,3.0076,2.75,2.867916667,,
Steve Bing,0,0,0,,
Steve Boyum,3.25,1.90263,2.58241875,,
Steve Carr,2.99,2.2168,2.53518375,,
Steve Carver,3,0,1.754482308,,
Steve Clark,3,3,3,,
Steve Conrad,2.77149,2.77149,2.77149,,
Steve Danton,2.98026,2.98026,2.98026,,
Steve De Jarnatt,3.49091,2.72011,3.10551,,
Steve Franke,0,0,0,,
Steve Gagné and  Kimberly Carter Gamble,3.41667,3.41667,3.41667,,
Steve Gomer,3.16667,0,1.8746,,
Steve Harding-Hill,4.07143,4.07143,4.07143,,
Steve Hickner,3.13333,3.13333,3.13333,,
Steve Hickner and  Simon J. Smith,2.75827,2.75827,2.75827,,
Steve Hicks,0,0,0,,
Steve Hoover,4.125,2.5,3.3125,,
Steve Hudgins,2.33333,2,2.166665,,
Steve Ihnat,0,0,0,,
Steve James and  Peter Gilbert,3.16667,3.16667,3.16667,,
Steve Jodrell,2.625,2.625,2.625,,
Steve Jones,4.5,4.5,4.5,,
Steve Kelly,3.16667,3.16667,3.16667,,
Steve Kroschel,3.66667,2.5,3.055556667,,
Steve Latshaw,1.52941,1.52941,1.52941,,
Steve Longi,0,0,0,,
Steve Markle,4.5,2,3.25,,
Steve McLean,3,3,3,,
Steve Mitchell,3.35714,3.35714,3.35714,,
Steve Moore,3.375,3.375,3.375,,
Steve Myung,0,0,0,,
Steve Onderick,0,0,0,,
Steve Oram,2.3,2.3,2.3,,
Steve Pasvolsky,0,0,0,,
Steve Perry,0,0,0,,
Steve Previn,2.83333,2.83333,2.83333,,
Steve Purcell,3.23443,2.38462,2.752455,,
Steve Race,3,3,3,,
Steve Rahaman,0,0,0,,
Steve Railsback,0,0,0,,
Steve Rash,3.60344,2.22794,2.886625714,,
Steve Reeves,3.75,3.75,3.75,,
Steve Rudzinski,1,1,1,,
Steve Sekely,3.06667,0,0.934723333,,
Steve Sekely and  Freddie Francis,3.18379,3.18379,3.18379,,
Steve Sessions,0,0,0,,
Steve Shill,2.85714,2.66667,2.761905,,
Steve Stark,3.025,3.025,3.025,,
Steve Stockman,2.5,2.5,2.5,,
Steve Suissa,0,0,0,,
Steve Sullivan,3,3,3,,
Steve Villeneuve,3,3,3,,
Steve Wang,3.5,2.94,3.154603333,,
Steve Webb,3.58333,3.58333,3.58333,,
Steve White,1.81712,1.81712,1.81712,,
Steve Wolsh,1.63636,1.63636,1.63636,,
Steve Yeager,3.65179,3.65179,3.65179,,
Steve Yuen Kim-Wai,0,0,0,,
Steve Zacharias,2.21333,2.21333,2.21333,,
Steven 'Prozak' Shippy,1.75,0.5,0.972222333,,
Steven A. Wacker,2.5,2.5,2.5,,
Steven Alexander,0,0,0,,
Steven Ascher and  Jeanne Jordan,3.75,3.75,3.75,,
Steven Bernstein,3.5,0,1.75,,
Steven Bognar,3.72115,0,1.860575,,
Steven Bognar and  Julia Reichert,3,3,3,,
Steven Brand,1.5,1.5,1.5,,
Steven Cantor,4.5,3.18,3.770258571,,
Steven Cantor and  Matthew Galkin,3.74194,3.74194,3.74194,,
Steven Caple Jr.,3.40685,3.21429,3.31057,,
Steven Clarke,3.75,3.75,3.75,,
Steven Clay Hunter,2.05882,2.05882,2.05882,,
Steven DeGennaro,3.08333,3.08333,3.08333,,
Steven Dieveney,1.75,1.75,1.75,,
Steven E. Mallorca,5,5,5,,
Steven F. Zambo,0,0,0,,
Steven Fierberg,1.75,1.75,1.75,,
Steven Gomez,2.83911,2.83911,2.83911,,
Steven H. Berman,0,0,0,,
Steven Hentges,2.83721,2.83721,2.83721,,
Steven Hilliard Stern,5,0,1.8376225,,
Steven J. Boettcher,2.75,2.75,2.75,,
Steven J. Kung,0,0,0,,
Steven J. Santos,4.2,3.42308,3.683883333,,
Steven Jacobson,2.76087,0,1.380435,,
Steven Kampmann,3.22715,3,3.113575,,
Steven Kessler,2.75,2.75,2.75,,
Steven Knight,3.64585,2.75543,3.174273333,,
Steven L. Austin,0,0,0,,
Steven L. Fawcette,0,0,0,,
Steven LaMorte,4,4,4,,
Steven Lewis Simpson,4.5,4.5,4.5,,
Steven M. Smith,4.33333,0,1.3,,
Steven Maguire,1.66667,1.66667,1.66667,,
Steven Maler,2.1875,2.1875,2.1875,,
Steven Murphy,0,0,0,,
Steven Nesbit,2,0,1,,
Steven Nevius,0,0,0,,
Steven Oritt,0,0,0,,
Steven Palmer Peterson,0.5,0.5,0.5,,
Steven Pearl,2.92857,2,2.47619,,
Steven R. Monroe,5,0,2.024187586,,
Steven Ramirez,2.5,2.5,2.5,,
Steven Rinella,0,0,0,,
Steven Rush,0,0,0,,
Steven S. DeKnight,2.78595,2.78595,2.78595,,
Steven Seagal,2.01608,2.01608,2.01608,,
Steven Sebring,2.97368,2.97368,2.97368,,
Steven Shainberg,3.71843,2.60976,3.08504,,
Steven Silver,3.44318,3.44318,3.44318,,
Steven Spiel,2,2,2,,
Steven Spielberg,4.24646,2.25,3.537153333,,
Steven Vasquez,2,1.66667,1.833335,,
Steven Zaillian,4.12852,3.13725,3.609115,,
Steven-Charles Jaffe,3.75,3.75,3.75,,
Stewart Bird,4.5,4.5,4.5,,
Stewart Hopewell,2.17143,2.17143,2.17143,,
Stewart Main,3.5,2.66667,3.083335,,
Stewart Raffill,3.83333,0,1.991119412,,
Stewart Sparke,2.5,2.25,2.375,,
Stewart Wade,3,0,1.875,,
Stian Kristiansen,4,3.35294,3.67647,,
Stiles White,2.37679,2.37679,2.37679,,
Stina Werenfels,2.5,2.5,2.5,,
Storm Ashwood,2.75,2.66667,2.708335,,
Storm Saulter,4,3.5,3.75,,
Straw Weisman,4.5,0,2.2847225,,
Stu Dodge,0,0,0,,
Stu Zicherman,2.76786,2.76786,2.76786,,
Stuart A. Goldman,2.75,2.75,2.75,,
Stuart Acher,3.16667,2.25,2.708335,,
Stuart Baird,3.37116,3.15138,3.262586667,,
Stuart Beattie,3.17217,2.46421,2.81819,,
Stuart Burkin,2.78571,2.78571,2.78571,,
Stuart Connelly,3.5,2.66667,3.083335,,
Stuart Gilmore,2.5,0,1.333333333,,
Stuart Heisler,5,0,2.72159,,
Stuart Heisler and  Mark Sandrich,3.6,3.6,3.6,,
Stuart Hynson Culpepper,2,2,2,,
Stuart J. Russell,3.75,3.75,3.75,,
Stuart McBratney,2,2,2,,
Stuart McRae,4,4,4,,
Stuart Millar,3.41379,3.41379,3.41379,,
Stuart Miller,3.33333,0,1.666665,,
Stuart Murdoch,3.62025,3.62025,3.62025,,
Stuart Orme,3.75,0,1.977226,,
Stuart Paton,3.20122,3.20122,3.20122,,
Stuart Richardson,3.3125,3.3125,3.3125,,
Stuart Rosenberg and  John Huston,3.42857,3.42857,3.42857,,
Stuart Sauvarin,3.75,3.75,3.75,,
Stuart Sender,2.83333,2.83333,2.83333,,
Stuart Simpson,2.95833,2.95833,2.95833,,
Stuart Stanton,0,0,0,,
Stuart Townsend,3.27972,3.27972,3.27972,,
Stuart Webster Page,0,0,0,,
Stéphane Brizé,3.75,3,3.348883333,,
Stéphane Bégoin,3.5,3.5,3.5,,
Stéphane Giusti,3.07143,2.75,2.910715,,
Stéphane LaFleur,3.83333,3.12069,3.359673333,,
Stéphane Laporte,0,0,0,,
Stéphane Meunier,4,4,4,,
Stéphane Rybojad,3.16154,3.16154,3.16154,,
Stéphane de Freitas,0,0,0,,
Stéphanie Di Giusto,3.70833,3.70833,3.70833,,
Su Friedrich,5,3,3.907406667,,
Su-yeon Gu,0,0,0,,
Subhash Kapoor,3.7,3.28571,3.49003,,
Subhrajit Mitra,4,4,4,,
Subodh Bhave,2.8,2.8,2.8,,
Sudabeh Mortezai,4,3.27273,3.636365,,
Sudhir Mishra,4,1.625,2.675,,
Sue Clayton,3.2,3.2,3.2,,
Sue Corcoran,2.25,2.21429,2.232145,,
Sue Ding,0,0,0,,
Sue Kim,3.55172,3.55172,3.55172,,
Suhaib Gasmelbari,0,0,0,,
Sujay Dahake,4,4,4,,
Sujoy Ghosh,3.86921,2.5,3.3080475,,
Sukhum Mathawanit,2.5,2.5,2.5,,
Sulev Keedus,3.25,3,3.125,,
Sulev Nõmmik,2.75,2.5,2.625,,
Sultan Saeed Al Darmaki,0,0,0,,
Sunao Katabuchi,3.75217,2.375,3.084056667,,
Sung Do-joon,3.75,3.75,3.75,,
Sung Kee Chiu,0,0,0,,
Sung Si-hup,4,4,4,,
Sung-a Yoon,3,3,3,,
Sungsu Kim,3.125,2.85714,2.99107,,
Suphi Tekniker,3.5,3.5,3.5,,
Surapong Pinijkhar,0,0,0,,
Suresh Krissna,3.60714,2.83333,3.125594,,
Suresh Triveni,3.54545,3.54545,3.54545,,
Suri Krishnamma,4,0,2.476051429,,
Suroosh Alvi and  Eddy Moretti,3.575,3.575,3.575,,
Surya Prakash,1.5,1.5,1.5,,
Susan Béjar,3,3,3,,
Susan Dynner,3.09091,3.09091,3.09091,,
Susan Frömke,3.66667,3.66667,3.66667,,
Susan Gaedke McGill,2.5,2.5,2.5,,
Susan Glatzer,3.5,3.5,3.5,,
Susan Helen Emerson,0,0,0,,
Susan Jacobson,3.10714,2,2.55357,,
Susan Lacy,3.75,3.35714,3.535713333,,
Susan Lambert,3.5625,3.5625,3.5625,,
Susan Morgan Cooper,3.75,3.75,3.75,,
Susan Muska,3.5,3.5,3.5,,
Susan Muska and  Gréta Olafsdóttir,3.64189,3.64189,3.64189,,
Susan Seidelman,3.66667,0,1.993311667,,
Susan Shadburne,0,0,0,,
Susan Sontag,2.5,2.5,2.5,,
Susan Streitfeld,3.51955,0,1.759775,,
Susan Stroman,3.18147,3.18147,3.18147,,
Susan Warms Dryfoos,3.69382,3.69382,3.69382,,
Susan Winslow,0,0,0,,
Susanna Salonen,3,3,3,,
Susannah Grant,3.05321,3.05321,3.05321,,
Susannah O'Brien,4.25,2,3.125,,
Susanne Heinrich,3.5,3.5,3.5,,
Susanne Ofteringer,3.43939,3.43939,3.43939,,
Susanne Rostock,3.16667,3.16667,3.16667,,
Susanne Zanke,3.5,3.5,3.5,,
Suseenthiran,3.91667,1.83333,3,,
Susumu Hani,3.5,0,2.342857143,,
Suthat Intaranupakorn,1.5,1.5,1.5,,
Suzan Beraza,4.03846,4.03846,4.03846,,
Suzanne Chisholm and  Michael Parfit,3.57143,3.57143,3.57143,,
Suzanne Coote,1.7735,1.7735,1.7735,,
Suzanne Crocker,0,0,0,,
Suze Dunbar,2.5283,2.5283,2.5283,,
Suzi Ewing,2.59836,2.59836,2.59836,,
Suzie Templeton,3.52941,3.52941,3.52941,,
Suzuki Matsuo,3.58333,3,3.36111,,
Sven Methling,4,3.5,3.75,,
Sven Taddicken,3.23684,0,1.245613333,,
Svend Ploug Johansen,2.95833,2.95833,2.95833,,
Svetlana Andrianova,3.5,3.5,3.5,,
Svetlana Baskova,3.25,2.42857,2.71131,,
Svetlana Cvetko,2.25,2.25,2.25,,
Svetlana Druzhinina,3.43617,3.15385,3.298526667,,
Svetlana Proskurina,3.16667,3.16667,3.16667,,
Svetozar Ristovski,3.6,3,3.3,,
Svyatoslav Podgayevskiy,3,2.35714,2.70238,,
Svyatoslav Tarakhovsky,2.5,2.5,2.5,,
Swaroop RSJ,4.25,4.25,4.25,,
Syamsul Yusof,2,0,0.5,,
Sybil Dessau,0,0,0,,
Syd Garon,4.75,4.75,4.75,,
Syd Macartney,3.4,3.4,3.4,,
Sydney Gillat,3,3,3,,
Sydney Pollack,3.95344,2.43401,3.36316381,,
Sydney Sibilia,3.63636,3.44444,3.53302,,
Syllas Tzoumerkas,4.5,0,2.533333333,,
Sylvain Archambault,3.5,3.5,3.5,,
Sylvain Bergère,0,0,0,,
Sylvain Chomet,3.95161,3.66102,3.7822325,,
Sylvain White,3.3,0,2.246335,,
Sylvia Caminer,2,2,2,,
Sylvia Chang,3.8,0,1.825,,
Sylvia Schedelbauer,1.7,1.7,1.7,,
Sylvie Michel,2.5,2.5,2.5,,
Sylvie Testud,3.175,3.175,3.175,,
Szilárd Matusik,3.16667,3.16667,3.16667,,
Sándor Csoma,0,0,0,,
Sándor Kardos,3.2,3.2,3.2,,
Sébastien Landry,3.25,3.25,3.25,,
Sébastien Lifshitz,5,0,3.24841875,,
Sébastien Marnier,4,3.38462,3.69231,,
Sébastien Pilote,3.75,3.75,3.75,,
Sébastien Thiery,1.66667,1.66667,1.66667,,
Sérgio Bloch,2,2,2,,
Sérgio Machado,3.32432,2.875,3.09966,,
Sôichirô Tahara,0,0,0,,
Søren Balle,2.66667,2.66667,2.66667,,
Søren Kragh-Jacobsen,4,1.66667,3.080815,,
Sławomir Grünberg,0,0,0,,
Sơn Tùng M-TP,0,0,0,,
T Hariharan,1.83333,1.83333,1.83333,,
T. Arthur Cottam,0,0,0,,
T. J. Scott,3,0.5,1.75,,
T. Sean Shannon,2.5,2.5,2.5,,
T.G. Herrington,2.8,2.8,2.8,,
T.J. Martin,3.9734,2.42857,3.200985,,
T.J. White,0,0,0,,
T.L. Lankford,0,0,0,,
T.L.P. Swicegood,2.25,2.25,2.25,,
Ta Huang,2.5,2.5,2.5,,
Taavi Kassila,3.5,1,2.25,,
Tabajara Ruas,3.5,3.5,3.5,,
Tabrez Noorani,3.5,3.5,3.5,,
Tadanao Tsuji,2.5,2.5,2.5,,
Tadashi Imai,4.5,0,2.666666667,,
Tadashi Sawashima,3.375,3.375,3.375,,
Tadayoshi Yamamuro,3.17667,3.17667,3.17667,,
Tadeusz Konwicki,3.5,2.9,3.28,,
Tae-gyun Kim,3.15714,3.15714,3.15714,,
Tage Danielsson,3.62195,0,2.9148175,,
Taika Cohen,3.45242,3.45242,3.45242,,
Taisuke  Kawamura,4.33333,3.5,3.916665,,
Taisuke Kawamura,3.8,3.8,3.8,,
Takaaki Ishiyama and  Kôichi Mashimo,3.125,3.125,3.125,,
Takahiko Akiyama,5,1.5,3.25,,
Takahiko Kyougoku,3.5,3.5,3.5,,
Takahiro Miura,3.33333,3.33333,3.33333,,
Takako Imai,0,0,0,,
Takao Kato,0,0,0,,
Takaomi Kanasaki,3.875,3.52778,3.70139,,
Takashi Doscher,2.375,0,1.1875,,
Takashi Hirose,2.25,2.25,2.25,,
Takashi Koizumi,4.3,2.5,3.519753333,,
Takashi Masunaga,3.5,3.5,3.5,,
Takashi Murakami,2.4375,2.4375,2.4375,,
Takashi Sumita,0,0,0,,
Takayuki Hirao,4.16667,2.54167,3.35417,,
Takayuki Shibasaki,0,0,0,,
Takehiro Nakajima,2.96875,2.96875,2.96875,,
Takena Nagao,2.72727,2.72727,2.72727,,
Takeo Kikuchi,0,0,0,,
Takeshi Asai,1,1,1,,
Takeshi Yokoi,3.75,2.25,2.9375,,
Takhir Sabirov,0,0,0,,
Takis Kanellopoulos,3.5,3.5,3.5,,
Taku Shinjo,4.25,4.25,4.25,,
Taku Sugiyama,3.5,3.5,3.5,,
Takuji Kitamura,3.5,3.5,3.5,,
Takumi Furukawa,3.45833,3.45833,3.45833,,
Takuya Kawasaki,3.5,3.5,3.5,,
Takuya Sato,3.85106,0.5,2.61702,,
Tal Lazar,2,2,2,,
Talia Shire,0,0,0,,
Talip Karamahmutoğlu,3.5,3.5,3.5,,
Tallulah Hazekamp,3.875,3.875,3.875,,
Talulah Riley,0,0,0,,
Talun Hsu,2.5,1.5,2,,
Tamar Glezerman,3.25,3.25,3.25,,
Tamar Simon Hoffs,3,2.07426,2.53713,,
Tamar van den Dop,3.5,2.08333,2.791665,,
Tamara Dawit,0,0,0,,
Tamara Tunie,3,3,3,,
Tammi Sutton,3.5,0.5,1.8333325,,
Tamra Davis,3.975,1.88562,2.96167625,,
Tamta Gabrichidze,3.4,3.4,3.4,,
Tamás Keményffy,4,4,4,,
Tan Pin Pin,3.75,2.5,3.125,,
Tanaz Eshaghian,3.25,3,3.125,,
Tandria Potts,0,0,0,,
Tanel Toom,4.4,4.4,4.4,,
Taneli Mustonen,4.5,1.8,2.8011375,,
Tanikella Bharani,0,0,0,,
Tanner Beard,3.5,3.5,3.5,,
Tanwarin Sukkhapisit,1,1,1,,
Tanya Hamilton,3.02778,3.02778,3.02778,,
Tanya Wexler,3.39803,2.71311,3.101395,,
Tao Hai,0,0,0,,
Tao Ruspoli,4,0,2,,
Tapio Suominen,3.25,3.21429,3.232145,,
Tara Anaïse,2.64286,2.64286,2.64286,,
Tara Johnson-Medinger,3.5,3.5,3.5,,
Tara Judelle,0,0,0,,
Tara Miele,3.07143,2.5,2.790476667,,
Tara Pirnia,0,0,0,,
Tara Wood,3.78571,3.78571,3.78571,,
Tarek Boudali,2.8125,2.8125,2.8125,,
Tarik Saleh,3.27119,3.16274,3.216965,,
Tariq Tapa,3.5,3.5,3.5,,
Taro Shibano,0,0,0,,
Tarsem Singh,3.92655,2.86372,3.220222,,
Tarun Mansukhani,4,3.12963,3.564815,,
Taryn Brumfitt,3.33333,3.33333,3.33333,,
Tarzan Nasser,0,0,0,,
Tarô Ohtani,3.5,3.5,3.5,,
Tate Taylor,3.89885,2.73134,3.180833333,,
Tate Young,5,5,5,,
Tatia Pilieva,1.34615,1.34615,1.34615,,
Tatiana Brandrup,3.5,3.5,3.5,,
Tatiana Huezo,4.125,4.125,4.125,,
Tatsuma Minamikawa,3,3,3,,
Tatsumi Kumashiro,4,2.25,3.25,,
Tatsuo Sato,3.83143,3.83143,3.83143,,
Tatsurou Kawano,2,2,2,,
Tatsushi Ohmori,4,0,2.1,,
Tatsuya Ishihara and  Yasuhiro Takemoto,3.75336,3.75336,3.75336,,
Tatsuya Mori,4,3.66667,3.833335,,
Tatsuya Oishi,3.8913,3.8913,3.8913,,
Tatyana Kapitan,2.75,2.75,2.75,,
Tatyana Lioznova,4.08642,2.5,3.4987575,,
Tatyana Lukashevich,3.78261,3.78261,3.78261,,
Tawfik Abu Wael,3,3,3,,
Tawnia McKiernan,2,2,2,,
Tay Garnett,3.72463,0,2.3717788,,
Taylor Engel,4.25,4.25,4.25,,
Taylor Meacham,2,2,2,,
Taylor Ri'chard,2.5,2.5,2.5,,
Taylor Steele,0,0,0,,
Taylor Wong,3.66667,0,2.486111667,,
Tchavdar Georgiev and  Amanda Pope,3,3,3,,
Te-Sheng Wei,4,3.33333,3.666666667,,
Ted Bafaloukos,3.85185,3.85185,3.85185,,
Ted Berman and  Richard Rich,3.2008,3.2008,3.2008,,
Ted Demme and  Richard LaGravenese,3.62969,3.62969,3.62969,,
Ted Fendt,3,3,3,,
Ted Haimes,0,0,0,,
Ted Hooker,3.33333,3.33333,3.33333,,
Ted Kneeland,2.5,0,1.25,,
Ted Kotcheff,4,2,3.119157368,,
Ted Mathot,3.21429,3.21429,3.21429,,
Ted Newsom,4,3.25,3.625,,
Ted Nicolaou,2.83333,0,1.609785294,,
Ted Post,4,0,2.347442,,
Ted Tetzlaff,3.48387,0,2.134897273,,
Ted Wallach,0,0,0,,
Ted Wilde,3.375,2.83333,3.104165,,
Teddy Chan,3.7377,3.0035,3.359913333,,
Teddy Chiu,1,1,1,,
Teddy Newton,3.7825,3.7825,3.7825,,
Teddy Robin,4,0,2,,
Teddy Smith,4.25,2.5,3.375,,
Teddy Soeriaatmadja,3.5,3.5,3.5,,
Tedi Sarafian,1.66667,1.66667,1.66667,,
Teemu Nikki,3.28571,2.14286,2.834415,,
Teller,3.97917,3.97917,3.97917,,
Temel Gürsu,3.5,3.5,3.5,,
Temple Mathews,2.5,2.5,2.5,,
Temur Babluani,2.875,2.875,2.875,,
Temístocles López,2.58333,2.58333,2.58333,,
Ten Shimoyama,3.33158,0,2.1037275,,
Teng Hua-Tao,1.75,1.7,1.725,,
Teng Hung Hsu,0,0,0,,
Teng bee,4,4,4,,
Tenney Fairchild,5,2.625,3.708333333,,
Tennyson Bardwell,2.73438,2.53125,2.632815,,
Tensai Okamura,3.42105,2.92857,3.17481,,
Teo Konuralp,0,0,0,,
Teodoro Maniaci and  Francine Rzeznik,3.25,3.25,3.25,,
Teona Strugar Mitevska,3,3,3,,
Terence Davies,4.125,2.75,3.349165,,
Terence Daw,2.5,2.5,2.5,,
Terence Nance,3.375,0,1.6875,,
Terence Ryan,3.25,3.25,3.25,,
Teresa Fabik,3.25,2.54,2.981283333,,
Teresa Griffiths,0,0,0,,
Teresa Prata,3,3,3,,
Terje Rangnes,4,4,4,,
Terje Toomistu,4,4,4,,
Terra Renton,5,5,5,,
Terracino,3.25,3.25,3.25,,
Terrance Esarco,1,1,1,,
Terrence Malick,3.98964,3.0495,3.441201,,
Terrence O'Hara,0,0,0,,
Terri Randall,4.5,4.5,4.5,,
Terron R. Parsons,3.5,3.5,3.5,,
Terry Cunningham,5,0,2.886904286,,
Terry Funk and  Jeremy Borash,3,3,3,,
Terry Gilliam,4.01011,1,3.28679,,
Terry Gilliam and  Terry Jones,4.14117,4.14117,4.14117,,
Terry Green,3.13636,0,1.56818,,
Terry Green,2.96875,2.96875,2.96875,,
Terry Hughes,3.7,2.85303,3.355283333,,
Terry Hughes and  Ian MacNaughton,3.92287,3.92287,3.92287,,
Terry Ingram,5,0,1.9451104,,
Terry Jones,3.98312,2.5,3.201806,,
Terry Kinney,2.81818,2.81818,2.81818,,
Terry Klassen,2.67647,2.40741,2.54194,,
Terry Lee Coker,0.5,0,0.333333333,,
Terry McDonough,3.8622,0,1.9311,,
Terry McMahon,4.25,4.25,4.25,,
Terry O. Morse,2.82,0,2.063056667,,
Terry West,2.0625,2.0625,2.0625,,
Terry Zwigoff,3.98427,3.13284,3.568984,,
Teruo Ishii,4.5,0,1.996152222,,
Teruyoshi Uchimura,3.5,3.5,3.5,,
Teruyuki Yoshida,0,0,0,,
Tessa Louise-Salomé,3.25,3.25,3.25,,
Tetsuo Imazawa,3.5,0.5,2,,
Tetsuo Shinohara,3.33333,0,1.930555,,
Tetsuo Yajima,3.15909,3.15909,3.15909,,
Tetsuro Amino,3.41667,3,3.25,,
Tetsuro Araki,4.75,2.75,3.75,,
Tetsurō Araki,3.78571,3.78571,3.78571,,
Tetsuya Mariko,3.25,3.25,3.25,,
Teuvo Puro,2.5,2.5,2.5,,
Thadd Turner,5,5,5,,
Thaddeus D. Matula,3.48438,3.25,3.36719,,
Thanadol Nuansut,2,2,2,,
Thanakorn Pongsuwan,3.5,2.5,2.966666667,,
Thanasis Papathanasiou,3.42308,2.86667,3.144875,,
Thanh Son Le,1.3,1.3,1.3,,
Tharun Bhascker Daasyam,3.44444,3.44444,3.44444,,
The Brothers Freeman,0,0,0,,
The Existentialist,0,0,0,,
The Vicious Brothers,3.2973,3.2973,3.2973,,
Theo Anthony,2.85714,2.85714,2.85714,,
Theo Avgerinos,2.79167,2.79167,2.79167,,
Theo Davies,5,3.5,4.25,,
Theo Love,2.85714,1.25,2.05357,,
Theo van Gogh,3.375,1.25,2.4738075,,
Theodor Kotulla,3.5,3.5,3.5,,
Theodore Boborol,0,0,0,,
Theodore Gershuny,2.23016,1.25,1.74008,,
Theodore J. Flicker,3.4932,2.5,2.9966,,
Theodore Melfi,4.00653,3.48707,3.7468,,
Theodore Thomas,3.35484,2.25,2.80242,,
Theodore Witcher,3.35577,3.35577,3.35577,,
Theresa Bennett,2.75,2.75,2.75,,
Theresa CUllen and  Matthew O'Callaghan,3.2,3.2,3.2,,
Theresa Connelly,2.8,2.8,2.8,,
Theresa Rebeck,0,0,0,,
Theresa Traoré Dahlberg,3.5,3.5,3.5,,
Theu Boermans,2,2,2,,
Thiagarajan Kumararaja,3.5,3.46154,3.48077,,
Thierry Donard,3,0,1.5,,
Thierry Piantanida,3,3,3,,
Thierry Poiraud,2.8,2.8,2.8,,
Thierry Zéno,1.35714,1.35714,1.35714,,
Thierry de Peretti,3.5,3.5,3.5,,
Thom Fitzgerald,3.60714,2.21429,2.904082857,,
Thom Zimny,4.125,0,2.719056,,
Thomas Ashley,1,1,1,,
Thomas Aske Berg,2.875,2.875,2.875,,
Thomas Baldinger,0,0,0,,
Thomas Balmès,3.5,3.5,3.5,,
Thomas Bangalter and  Guy-Manuel De Homem-Christo,3.18367,3.18367,3.18367,,
Thomas Beecher and  Joe Clarke,2.9,2.9,2.9,,
Thomas Bezucha,3.54626,3.17188,3.286645,,
Thomas Boothe,0,0,0,,
Thomas Borch Nielsen,2.4,1.5,1.95,,
Thomas Bornot and  Gilles Amado and  Alain-Michel Blanc,3.71429,3.71429,3.71429,,
Thomas Bradford,1.875,1.875,1.875,,
Thomas Callicoat,0,0,0,,
Thomas Cappelen Malling,2.75,2.75,2.75,,
Thomas Carr,4,0,1.75,,
Thomas Carter,3.73684,0,2.845892857,,
Thomas Casey,3.125,3.125,3.125,,
Thomas Dekker,2.78261,2.78261,2.78261,,
Thomas Durchschlag,3.41667,0,1.708335,,
Thomas Engel,5,0,1.666666667,,
Thomas Fantl,0,0,0,,
Thomas Farone,2.8,2.8,2.8,,
Thomas Frickel,3.83333,3.83333,3.83333,,
Thomas Gibson,0,0,0,,
Thomas Gulamerian,3.5,3.5,3.5,,
Thomas H. Ince,0,0,0,,
Thomas Haneke,2.75,2.75,2.75,,
Thomas Heinemann,0,0,0,,
Thomas Ikimi,1.5,1.5,1.5,,
Thomas Imbach,4,4,4,,
Thomas J. Churchill,2.125,0,0.65625,,
